וָאֶקַּ֞ח,175
רָאשֵׁ֣י,176
שִׁבְטֵיכֶ֗ם,177
אֲנָשִׁ֤ים,178
חֲכָמִים֙,179
וִֽידֻעִ֔ים,180
וָאֶתֵּ֥ן,181
אֹתָ֛ם,182
רָאשִׁ֖ים,183
עֲלֵיכֶ֑ם,184
שָׂרֵ֨י,185
אֲלָפִ֜ים,186
וְשָׂרֵ֣י,187
מֵא֗וֹת,188
וְשָׂרֵ֤י,189
חֲמִשִּׁים֙,190
עֲשָׂרֹ֔ת,191
וְשֹׁטְרִ֖ים,192
לְשִׁבְטֵיכֶֽם,193
וָאֲצַוֶּה֙,194
שֹׁ֣פְטֵיכֶ֔ם,195
שָׁמֹ֤עַ,196
בֵּין,197
אֲחֵיכֶם֙,198
וּשְׁפַטְתֶּ֣ם,199
צֶ֔דֶק,200
אִ֥ישׁ,45930
וּבֵין,202
אָחִ֖יו,203
וּבֵ֥ין,204
גֵּרֽוֹ,205
לֹֽא,206
תַכִּ֨ירוּ,207
פָנִ֜ים,208
בַּמִּשְׁפָּ֗ט,209
כַּקָּטֹ֤ן,210
כַּגָּדֹל֙,211
תִּשְׁמָע֔וּן,212
לֹ֤א,213
תָג֨וּרוּ֙,214
מִפְּנֵי,215
אִ֔ישׁ,216
כִּ֥י,217
הַמִּשְׁפָּ֖ט,218
לֵאלֹהִ֣ים,219
ה֑וּא,220
וְהַדָּבָר֙,221
יִקְשֶׁ֣ה,222
מִכֶּ֔ם,223
תַּקְרִב֥וּן,224
אֵלַ֖י,225
וּשְׁמַעְתִּֽיו,226
וָאֲצַוֶּ֥ה,227
אֶתְכֶ֖ם,228
בָּעֵ֣ת,229
הַהִ֑וא,230
אֵ֥ת,231
הַדְּבָרִ֖ים,232
תַּעֲשֽׂוּן,233
וַנִּסַּ֣ע,234
מֵחֹרֵ֗ב,235
וַנֵּ֡לֶךְ,236
אֵ֣ת,237
הַמִּדְבָּ֣ר,238
הַגָּדוֹל֩,239
וְהַנּוֹרָ֨א,240
הַה֜וּא,241
רְאִיתֶ֗ם,242
דֶּ֚רֶךְ,243
הַ֣ר,244
כַּאֲשֶׁ֥ר,245
צִוָּ֛ה,246
אֱלֹהֵ֖ינוּ,247
אֹתָ֑נוּ,248
וַנָּבֹ֕א,249
וָאֹמַ֖ר,250
אֲלֵכֶ֑ם,251
בָּאתֶם֙,252
הָאֱמֹרִ֔י,253
נֹתֵ֥ן,254
לָֽנוּ,255
רְ֠אֵה,256
נָתַ֨ן,257
אֱלֹהֶ֛יךָ,258
לְפָנֶ֖יךָ,259
עֲלֵ֣ה,260
רֵ֗שׁ,261
כַּאֲשֶׁר֩,262
דִּבֶּ֨ר,263
יְהוָ֜ה,264
אֱלֹהֵ֤י,265
אֲבֹתֶ֨יךָ֙,266
לָ֔ךְ,267
אַל,268
תִּירָ֖א,269
וְאַל,270
תֵּחָֽת,271
וַתִּקְרְב֣וּן,272
אֵלַי֮,273
כֻּלְּכֶם֒,274
וַתֹּאמְר֗וּ,275
נִשְׁלְחָ֤ה,276
אֲנָשִׁים֙,277
לְפָנֵ֔ינוּ,278
וְיַחְפְּרוּ,279
לָ֖נוּ,280
וְיָשִׁ֤בוּ,281
אֹתָ֨נוּ֙,282
דָּבָ֔ר,283
הַדֶּ֨רֶךְ֙,284
נַעֲלֶה,285
בָּ֔הּ,286
וְאֵת֙,287
הֶֽעָרִ֔ים,288
נָבֹ֖א,289
אֲלֵיהֶֽן,290
וַיִּיטַ֥ב,291
בְּעֵינַ֖י,292
הַדָּבָ֑ר,293
וָאֶקַּ֤ח,294
מִכֶּם֙,295
שְׁנֵ֣ים,296
עָשָׂ֣ר,297
אֲנָשִׁ֔ים,298
אֶחָ֖ד,299
לַשָּֽׁבֶט,300
וַיִּפְנוּ֙,301
וַיַּעֲל֣וּ,302
הָהָ֔רָה,303
וַיָּבֹ֖אוּ,304
נַ֣חַל,305
אֶשְׁכֹּ֑ל,306
וַֽיְרַגְּל֖וּ,307
אֹתָֽהּ,308
וַיִּקְח֤וּ,309
בְיָדָם֙,310
מִפְּרִ֣י,311
וַיּוֹרִ֖דוּ,312
אֵלֵ֑ינוּ,313
וַיָּשִׁ֨בוּ,314
אֹתָ֤נוּ,315
דָבָר֙,316
וַיֹּ֣אמְר֔וּ,317
טוֹבָ֣ה,318
וְלֹ֥א,319
אֲבִיתֶ֖ם,320
לַעֲלֹ֑ת,321
וַתַּמְר֕וּ,322
פִּ֥י,323
יְהוָ֖ה,324
אֱלֹהֵיכֶֽם,325
וַתֵּרָגְנ֤וּ,326
בְאׇהֳלֵיכֶם֙,327
בְּשִׂנְאַ֤ת,328
יְהוָה֙,329
אֹתָ֔נוּ,330
הוֹצִיאָ֖נוּ,331
מֵאֶ֣רֶץ,332
מִצְרָ֑יִם,333
לָתֵ֥ת,334
אֹתָ֛נוּ,335
בְּיַ֥ד,336
הָאֱמֹרִ֖י,337
לְהַשְׁמִידֵֽנוּ,338
אָנָ֣ה,339
אֲנַ֣חְנוּ,340
עֹלִ֗ים,341
אַחֵינוּ֩,342
הֵמַ֨סּוּ,343
לְבָבֵ֜נוּ,344
לֵאמֹ֗ר,345
עַ֣ם,346
גָּד֤וֹל,347
וָרָם֙,348
מִמֶּ֔נּוּ,349
עָרִ֛ים,350
גְּדֹלֹ֥ת,351
וּבְצוּרֹ֖ת,352
בַּשָּׁמָ֑יִם,353
וְגַם,354
בְּנֵ֥י,355
עֲנָקִ֖ים,356
רָאִ֥ינוּ,357
שָֽׁם,358
תַֽעַרְצ֥וּן,359
וְֽלֹא,360
תִֽירְא֖וּן,361
מֵהֶֽם,362
יְהוָ֤ה,363
אֱלֹֽהֵיכֶם֙,364
הַהֹלֵ֣ךְ,365
לִפְנֵיכֶ֔ם,366
ה֖וּא,367
יִלָּחֵ֣ם,368
לָכֶ֑ם,369
עָשָׂ֧ה,370
אִתְּכֶ֛ם,371
בְּמִצְרַ֖יִם,372
לְעֵינֵיכֶֽם,373
וּבַמִּדְבָּר֙,374
רָאִ֔יתָ,375
אֲשֶׁ֤ר,376
נְשָׂאֲךָ֙,377
יְהוָ֣ה,378
אֱלֹהֶ֔יךָ,379
יִשָּׂא,380
אִ֖ישׁ,381
בְּנ֑וֹ,382
בְּכׇל,383
הֲלַכְתֶּ֔ם,384
בֹּאֲכֶ֖ם,385
הַמָּק֥וֹם,386
וּבַדָּבָ֖ר,387
הַזֶּ֑ה,388
אֵֽינְכֶם֙,389
מַאֲמִינִ֔ם,390
בַּיהוָ֖ה,391
הַהֹלֵ֨ךְ,392
לִפְנֵיכֶ֜ם,393
בַּדֶּ֗רֶךְ,394
לָת֥וּר,395
לָכֶ֛ם,396
מָק֖וֹם,397
לַֽחֲנֹֽתְכֶ֑ם,398
בָּאֵ֣שׁ,399
לַ֗יְלָה,400
לַרְאֹֽתְכֶם֙,401
בַּדֶּ֨רֶךְ֙,402
תֵּֽלְכוּ,403
בָ֔הּ,404
וּבֶעָנָ֖ן,405
יוֹמָֽם,406
וַיִּשְׁמַ֥ע,407
ק֣וֹל,408
דִּבְרֵיכֶ֑ם,409
וַיִּקְצֹ֖ף,410
וַיִּשָּׁבַ֥ע,411
אִם,412
יִרְאֶ֥ה,413
אִישׁ֙,414
בָּאֲנָשִׁ֣ים,415
הָאֵ֔לֶּה,416
הַדּ֥וֹר,417
הָרָ֖ע,418
הָאָ֣רֶץ,419
הַטּוֹבָ֔ה,420
נִשְׁבַּ֔עְתִּי,421
לָתֵ֖ת,422
לַאֲבֹתֵיכֶֽם,423
זֽוּלָתִ֞י,424
כָּלֵ֤ב,425
בֶּן,89317
יְפֻנֶּה֙,427
ה֣וּא,428
יִרְאֶ֔נָּה,429
וְלֽוֹ,430
אֶתֵּ֧ן,431
הָאָ֛רֶץ,432
דָּֽרַךְ,433
בָּ֖הּ,434
וּלְבָנָ֑יו,435
יַ֕עַן,436
מִלֵּ֖א,437
אַחֲרֵ֥י,438
יְהוָֽה,439
גַּם,440
בִּי֙,441
הִתְאַנַּ֣ף,442
יְהוָ֔ה,443
בִּגְלַלְכֶ֖ם,444
אַתָּ֖ה,445
תָבֹ֥א,446
יְהוֹשֻׁ֤עַ,447
בִּן,448
נוּן֙,449
הָעֹמֵ֣ד,450
לְפָנֶ֔יךָ,451
יָ֣בֹא,452
שָׁ֑מָּה,453
אֹת֣וֹ,454
חַזֵּ֔ק,455
כִּי,456
יַנְחִלֶ֥נָּה,457
יִשְׂרָאֵֽל,458
וְטַפְּכֶם֩,459
אֲמַרְתֶּ֜ם,460
לָבַ֣ז,461
יִהְיֶ֗ה,462
וּ֠בְנֵיכֶם,463
יָדְע֤וּ,464
הַיּוֹם֙,465
ט֣וֹב,466
וָרָ֔ע,467
הֵ֖מָּה,468
יָבֹ֣אוּ,469
וְלָהֶ֣ם,470
אֶתְּנֶ֔נָּה,471
וְהֵ֖ם,472
יִירָשֽׁוּהָ,473
וְאַתֶּ֖ם,474
וּסְע֥וּ,475
הַמִּדְבָּ֖רָה,476
דֶּ֥רֶךְ,477
יַם,478
סֽוּף,479
וַֽתַּעֲנ֣וּ,480
וַתֹּאמְר֣וּ,481
אֵלַ֗י,482
חָטָאנוּ֮,483
לַֽיהוָה֒,484
אֲנַ֤חְנוּ,485
נַעֲלֶה֙,486
וְנִלְחַ֔מְנוּ,487
כְּכֹ֥ל,488
צִוָּ֖נוּ,489
אֱלֹהֵ֑ינוּ,490
וַֽתַּחְגְּר֗וּ,491
אִ֚ישׁ,492
כְּלֵ֣י,493
מִלְחַמְתּ֔וֹ,494
וַתָּהִ֖ינוּ,495
לַעֲלֹ֥ת,496
הָהָֽרָה,497
וַיֹּ֨אמֶר,498
אֱמֹ֤ר,499
לָהֶם֙,500
תַֽעֲלוּ֙,501
וְלֹא,502
תִלָּ֣חֲמ֔וּ,503
אֵינֶ֖נִּי,504
בְּקִרְבְּכֶ֑ם,505
וְלֹא֙,506
תִּנָּֽגְפ֔וּ,507
לִפְנֵ֖י,508
אֹיְבֵיכֶֽם,509
וָאֲדַבֵּ֥ר,510
אֲלֵיכֶ֖ם,511
וְלֹ֣א,512
שְׁמַעְתֶּ֑ם,513
וַתַּמְרוּ֙,514
פִּ֣י,10213
וַתָּזִ֖דוּ,516
וַתַּעֲל֥וּ,517
וַיֵּצֵ֨א,518
הָאֱמֹרִ֜י,519
הַיֹּשֵׁ֨ב,520
בָּהָ֤ר,521
הַהוּא֙,522
לִקְרַאתְכֶ֔ם,523
וַיִּרְדְּפ֣וּ,524
תַּעֲשֶׂ֖ינָה,525
הַדְּבֹרִ֑ים,526
וַֽיַּכְּת֥וּ,527
אֶתְכֶ֛ם,528
בְּשֵׂעִ֖יר,529
חׇרְמָֽה,530
וַתָּשֻׁ֥בוּ,531
וַתִּבְכּ֖וּ,532
לִפְנֵ֣י,533
יְהוָ֑ה,534
וְלֹֽא,535
שָׁמַ֤ע,536
בְּקֹ֣לְכֶ֔ם,537
הֶאֱזִ֖ין,538
אֲלֵיכֶֽם,539
וַתֵּשְׁב֥וּ,540
בְקָדֵ֖שׁ,541
יָמִ֣ים,542
רַבִּ֑ים,543
כַּיָּמִ֖ים,544
יְשַׁבְתֶּֽם,545
וַנֵּ֜פֶן,546
וַנִּסַּ֤ע,547
הַמִּדְבָּ֨רָה֙,548
דֶּ֣רֶךְ,549
ס֔וּף,550
כַּאֲשֶׁ֛ר,551
אֵלָ֑י,552
וַנָּ֥סׇב,553
שֵׂעִ֖יר,554
יָמִ֥ים,555
רַבִּֽים,556
ס,557
וַיֹּ֥אמֶר,558
אֵלַ֥י,559
לָכֶ֕ם,560
סֹ֖ב,561
הָהָ֣ר,562
פְּנ֥וּ,563
לָכֶ֖ם,564
צָפֹֽנָה,565
וְאֶת,566
הָעָם֮,567
צַ֣ו,568
לֵאמֹר֒,569
אַתֶּ֣ם,570
עֹֽבְרִ֗ים,571
בִּגְבוּל֙,572
אֲחֵיכֶ֣ם,573
בְּנֵי,2915
עֵשָׂ֔ו,575
הַיֹּשְׁבִ֖ים,576
בְּשֵׂעִ֑יר,577
וְיִֽירְא֣וּ,578
וְנִשְׁמַרְתֶּ֖ם,579
מְאֹֽד,580
תִּתְגָּר֣וּ,581
בָ֔ם,582
כִּ֠י,583
אֶתֵּ֤ן,584
לָכֶם֙,585
מֵֽאַרְצָ֔ם,586
מִדְרַ֣ךְ,587
כַּף,588
רָ֑גֶל,589
כִּֽי,590
יְרֻשָּׁ֣ה,591
לְעֵשָׂ֔ו,592
נָתַ֖תִּי,593
שֵׂעִֽיר,594
אֹ֣כֶל,595
תִּשְׁבְּר֧וּ,596
מֵֽאִתָּ֛ם,597
בַּכֶּ֖סֶף,598
וַאֲכַלְתֶּ֑ם,599
מַ֜יִם,600
תִּכְר֧וּ,601
מֵאִתָּ֛ם,602
וּשְׁתִיתֶֽם,603
כִּי֩,604
יְהוָ֨ה,605
אֱלֹהֶ֜יךָ,606
בֵּֽרַכְךָ֗,607
בְּכֹל֙,608
מַעֲשֵׂ֣ה,609
יָדֶ֔ךָ,610
יָדַ֣ע,611
לֶכְתְּךָ֔,612
הַמִּדְבָּ֥ר,613
זֶ֣ה,614
אַרְבָּעִ֣ים,615
שָׁנָ֗ה,616
אֱלֹהֶ֨יךָ֙,617
עִמָּ֔ךְ,618
לֹ֥א,619
חָסַ֖רְתָּ,620
דָּבָֽר,621
וַֽנַּעֲבֹ֞ר,622
מֵאֵ֧ת,623
אַחֵ֣ינוּ,624
בְנֵי,625
עֵשָׂ֗ו,626
הַיֹּֽשְׁבִים֙,627
בְּשֵׂעִ֔יר,628
מִדֶּ֨רֶךְ֙,629
הָֽעֲרָבָ֔ה,630
מֵאֵילַ֖ת,631
וּמֵעֶצְיֹ֣ן,632
גָּ֑בֶר,51828
וַנֵּ֨פֶן֙,634
וַֽנַּעֲבֹ֔ר,635
מִדְבַּ֥ר,636
מוֹאָֽב,637
תָּ֨צַר֙,638
מוֹאָ֔ב,85207
תִּתְגָּ֥ר,640
בָּ֖ם,641
מִלְחָמָ֑ה,642
אֶתֵּ֨ן,643
לְךָ֤,644
מֵֽאַרְצוֹ֙,645
יְרֻשָּׁ֔ה,646
כִּ֣י,647
לִבְנֵי,648
ל֔וֹט,649
עָ֖ר,650
יְרֻשָּֽׁה,651
הָאֵמִ֥ים,652
לְפָנִ֖ים,653
יָ֣שְׁבוּ,654
בָ֑הּ,655
גָּד֥וֹל,656
וְרַ֛ב,657
וָרָ֖ם,658
כָּעֲנָקִֽים,659
רְפָאִ֛ים,660
יֵחָשְׁב֥וּ,661
אַף,662
הֵ֖ם,663
כָּעֲנָקִ֑ים,664
וְהַמֹּ֣אָבִ֔ים,665
יִקְרְא֥וּ,666
לָהֶ֖ם,667
אֵמִֽים,668
וּבְשֵׂעִ֞יר,669
יָשְׁב֣וּ,670
הַחֹרִים֮,671
לְפָנִים֒,672
וּבְנֵ֧י,673
עֵשָׂ֣ו,674
יִֽירָשׁ֗וּם,675
וַיַּשְׁמִידוּם֙,676
מִפְּנֵיהֶ֔ם,677
וַיֵּשְׁב֖וּ,678
תַּחְתָּ֑ם,679
כַּאֲשֶׁ֧ר,680
עָשָׂ֣ה,681
יִשְׂרָאֵ֗ל,682
לְאֶ֨רֶץ֙,683
יְרֻשָּׁת֔וֹ,684
נָתַ֥ן,685
לָהֶֽם,686
עַתָּ֗ה,687
קֻ֛מוּ,688
וְעִבְר֥וּ,689
זָ֑רֶד,690
וַֽנַּעֲבֹ֖ר,691
נַ֥חַל,692
זָֽרֶד,693
וְהַיָּמִ֞ים,694
הָלַ֣כְנוּ,695
מִקָּדֵ֣שׁ,696
בַּרְנֵ֗עַ,697
עַ֤ד,698
עָבַ֨רְנוּ֙,699
זֶ֔רֶד,700
שְׁלֹשִׁ֥ים,701
וּשְׁמֹנֶ֖ה,702
שָׁנָ֑ה,703
תֹּ֨ם,704
הַדּ֜וֹר,705
אַנְשֵׁ֤י,706
הַמִּלְחָמָה֙,707
מִקֶּ֣רֶב,708
הַֽמַּחֲנֶ֔ה,709
נִשְׁבַּ֥ע,710
וְגַ֤ם,711
יַד,712
הָ֣יְתָה,713
בָּ֔ם,714
לְהֻמָּ֖ם,715
הַֽמַּחֲנֶ֑ה,716
תֻּמָּֽם,717
וַיְהִ֨י,718
כַאֲשֶׁר,719
תַּ֜מּוּ,720
אַנְשֵׁ֧י,721
הַמִּלְחָמָ֛ה,722
לָמ֖וּת,723
מִקֶּ֥רֶב,724
הָעָֽם,725
וַיְדַבֵּ֥ר,726
אַתָּ֨ה,727
עֹבֵ֥ר,728
הַיּ֛וֹם,729
גְּב֥וּל,730
מוֹאָ֖ב,85657
עָֽר,732
וְקָרַבְתָּ֗,733
מ֚וּל,734
עַמּ֔וֹן,735
תְּצֻרֵ֖ם,736
תִּתְגָּ֣ר,737
בָּ֑ם,738
אֶ֠תֵּן,739
מֵאֶ֨רֶץ,740
עַמּ֤וֹן,741
לְךָ֙,742
ל֖וֹט,743
נְתַתִּ֥יהָ,744
אֶֽרֶץ,745
רְפָאִ֥ים,746
תֵּחָשֵׁ֖ב,747
הִ֑וא,748
רְפָאִ֤ים,749
יָֽשְׁבוּ,750
בָהּ֙,751
לְפָנִ֔ים,752
וְהָֽעַמֹּנִ֔ים,753
זַמְזֻמִּֽים,754
וַיַּשְׁמִידֵ֤ם,755
וַיִּירָשֻׁ֖ם,756
וַיֵּשְׁב֥וּ,757
תַחְתָּֽם,758
כַּאֲשֶׁ֤ר,759
עָשָׂה֙,760
לִבְנֵ֣י,761
הִשְׁמִ֤יד,762
הַחֹרִי֙,763
וַיִּֽירָשֻׁם֙,764
וַיֵּשְׁב֣וּ,765
תַחְתָּ֔ם,766
הַיּ֥וֹם,767
וְהָֽעַוִּ֛ים,768
הַיֹּשְׁבִ֥ים,769
בַּחֲצֵרִ֖ים,770
עַזָּ֑ה,771
כַּפְתֹּרִים֙,772
הַיֹּצְאִ֣ים,773
מִכַּפְתּ֔וֹר,774
הִשְׁמִידֻ֖ם,775
ק֣וּמוּ,776
סְּע֗וּ,777
וְעִבְרוּ֮,778
אַרְנֹן֒,779
רְאֵ֣ה,780
נָתַ֣תִּי,781
בְ֠יָדְךָ,782
סִיחֹ֨ן,783
מֶֽלֶךְ,784
חֶשְׁבּ֧וֹן,785
הָֽאֱמֹרִ֛י,786
אַרְצ֖וֹ,787
הָחֵ֣ל,788
רָ֑שׁ,789
וְהִתְגָּ֥ר,790
בּ֖וֹ,791
מִלְחָמָֽה,792
הַיּ֣וֹם,793
הַזֶּ֗ה,794
אָחֵל֙,795
תֵּ֤ת,796
פַּחְדְּךָ֙,797
וְיִרְאָ֣תְךָ֔,798
עַל,799
פְּנֵי֙,800
הָֽעַמִּ֔ים,801
תַּ֖חַת,802
הַשָּׁמָ֑יִם,803
יִשְׁמְעוּן֙,804
שִׁמְעֲךָ֔,805
וְרָגְז֥וּ,806
וְחָל֖וּ,807
מִפָּנֶֽיךָ,808
וָאֶשְׁלַ֤ח,809
מַלְאָכִים֙,810
מִמִּדְבַּ֣ר,811
קְדֵמ֔וֹת,812
סִיח֖וֹן,813
חֶשְׁבּ֑וֹן,814
דִּבְרֵ֥י,815
שָׁל֖וֹם,816
אֶעְבְּרָ֣ה,817
בְאַרְצֶ֔ךָ,818
בַּדֶּ֥רֶךְ,819
בַּדֶּ֖רֶךְ,820
אֵלֵ֑ךְ,821
אָס֖וּר,822
יָמִ֥ין,823
וּשְׂמֹֽאול,824
בַּכֶּ֤סֶף,825
תַּשְׁבִּרֵ֨נִי֙,826
וְאָכַ֔לְתִּי,827
וּמַ֛יִם,828
בַּכֶּ֥סֶף,829
תִּתֶּן,830
לִ֖י,831
וְשָׁתִ֑יתִי,832
רַ֖ק,833
אֶעְבְּרָ֥ה,834
בְרַגְלָֽי,835
כַּאֲשֶׁ֨ר,836
עָֽשׂוּ,837
לִ֜י,838
וְהַמּ֣וֹאָבִ֔ים,839
בְּעָ֑ר,840
אֲשֶֽׁר,841
אֶֽעֱבֹר֙,842
הַיַּרְדֵּ֔ן,843
הָאָ֕רֶץ,844
אָבָ֗ה,845
חֶשְׁבּ֔וֹן,846
הַעֲבִרֵ֖נוּ,847
בּ֑וֹ,848
הִקְשָׁה֩,849
רוּח֗וֹ,850
וְאִמֵּץ֙,851
לְבָב֔וֹ,852
לְמַ֛עַן,853
תִּתּ֥וֹ,854
בְיָדְךָ֖,855
כַּיּ֥וֹם,856
וַיֹּ֤אמֶר,857
אֵלַ֔י,858
רְאֵ֗ה,859
הַֽחִלֹּ֨תִי֙,860
תֵּ֣ת,861
סִיחֹ֖ן,862
אַרְצ֑וֹ,863
רָ֔שׁ,864
לָרֶ֖שֶׁת,865
אַרְצֽוֹ,866
וַיֵּצֵא֩,867
לִקְרָאתֵ֜נוּ,868
ה֧וּא,869
וְכׇל,870
עַמּ֛וֹ,871
לַמִּלְחָמָ֖ה,872
יָֽהְצָה,873
וַֽיִּתְּנֵ֛הוּ,874
לְפָנֵ֑ינוּ,875
וַנַּ֥ךְ,876
אֹת֛וֹ,877
בָּנָ֖יו,878
עַמּֽוֹ,879
וַנִּלְכֹּ֤ד,880
עָרָיו֙,881
הַהִ֔וא,882
וַֽנַּחֲרֵם֙,883
עִ֣יר,89275
מְתִ֔ם,885
וְהַנָּשִׁ֖ים,886
וְהַטָּ֑ף,887
הִשְׁאַ֖רְנוּ,888
שָׂרִֽיד,889
רַ֥ק,890
הַבְּהֵמָ֖ה,891
בָּזַ֣זְנוּ,892
לָ֑נוּ,893
וּשְׁלַ֥ל,894
הֶעָרִ֖ים,895
לָכָֽדְנוּ,896
מֵֽעֲרֹעֵ֡ר,897
אֲשֶׁר֩,898
שְׂפַת,899
נַ֨חַל,900
אַרְנֹ֜ן,901
וְהָעִ֨יר,902
בַּנַּ֨חַל֙,903
וְעַד,904
הַגִּלְעָ֔ד,905
הָֽיְתָה֙,906
קִרְיָ֔ה,907
שָׂגְבָ֖ה,908
מִמֶּ֑נּוּ,909
הַכֹּ֕ל,910
נָתַ֛ן,911
לְפָנֵֽינוּ,912
רַ֛ק,913
אֶ֥רֶץ,914
עַמּ֖וֹן,915
לֹ֣א,40755
קָרָ֑בְתָּ,917
יַ֞ד,918
נַ֤חַל,919
יַבֹּק֙,920
וְעָרֵ֣י,921
הָהָ֔ר,922
וְכֹ֥ל,923
צִוָּ֖ה,924
אֱלֹהֵֽינוּ,925
וַנֵּ֣פֶן,926
וַנַּ֔עַל,927
הַבָּשָׁ֑ן,928
וַיֵּצֵ֣א,929
